Date,north,south,east,west,central,PSI_Max,PSI_Avg
2015-11-29,56,50,52,58,57,58,54.6
2015-11-30,54,46,54,56,54,56,52.8
2015-12-01,51,44,54,53,52,54,50.8
2015-12-02,50,42,55,40,45,55,46.4
2015-12-03,47,45,53,50,46,53,48.2
2015-12-04,54,52,56,58,55,58,55.0
2015-12-05,54,51,56,58,54,58,54.6
2015-12-06,55,48,56,46,54,56,51.8
2015-12-07,51,45,52,43,53,53,48.8
2015-12-08,54,52,48,54,51,54,51.8
2015-12-09,54,52,47,55,51,55,51.8
2015-12-10,48,36,50,54,42,54,46.0
2015-12-11,52,54,55,51,52,55,52.8
2015-12-12,46,53,54,42,51,54,49.2
2015-12-13,43,42,42,32,43,43,40.4
2015-12-14,31,31,40,34,36,40,34.4
2015-12-15,57,53,57,49,54,57,54.0
2015-12-16,57,54,57,54,54,57,55.2
2015-12-17,59,57,58,53,56,59,56.6
2015-12-18,59,60,65,61,61,65,61.2
2015-12-19,61,61,65,61,62,65,62.0
2015-12-20,60,58,65,61,58,65,60.4
2015-12-21,57,57,61,61,58,61,58.8
2015-12-22,59,65,70,64,61,70,63.8
2015-12-23,66,67,73,71,65,73,68.4
2015-12-24,59,61,62,63,62,63,61.4
2015-12-25,48,53,55,53,53,55,52.4
2015-12-26,44,42,53,42,42,53,44.6
2015-12-27,39,38,47,38,42,47,40.8
2015-12-28,45,46,52,43,38,52,44.8
2015-12-29,43,46,46,40,38,46,42.6
2015-12-30,45,43,51,51,42,51,46.4
2015-12-31,48,48,51,49,48,51,48.8
2016-01-01,40,39,47,40,41,47,41.4
2016-01-02,47,41,52,36,41,52,43.4
2016-01-03,49,46,50,43,46,50,46.8
2016-01-04,42,39,43,40,38,43,40.4
2016-01-05,44,39,40,37,44,44,40.8
2016-01-06,38,37,41,41,41,41,39.6
2016-01-07,41,41,41,48,49,49,44.0
2016-01-08,38,40,43,43,50,50,42.8
2016-01-09,39,40,48,39,48,48,42.8
2016-01-10,43,42,48,48,46,48,45.4
2016-01-11,41,50,47,47,45,50,46.0
2016-01-12,41,51,42,52,52,52,47.6
2016-01-13,45,43,39,52,51,52,46.0
2016-01-14,48,42,40,52,51,52,46.6
2016-01-15,44,46,41,48,48,48,45.4
2016-01-16,56,58,60,54,57,60,57.0
2016-01-17,56,59,60,58,57,60,58.0
2016-01-18,53,56,55,53,54,56,54.2
2016-01-19,53,55,59,55,56,59,55.6
2016-01-20,52,54,55,55,56,56,54.4
2016-01-21,51,53,52,46,48,53,50.0
2016-01-22,52,51,54,53,51,54,52.2
2016-01-23,46,52,53,51,50,53,50.4
2016-01-24,38,44,51,43,42,51,43.6
2016-01-25,41,48,52,41,47,52,45.8
2016-01-26,38,49,52,40,50,52,45.8
2016-01-27,38,51,49,52,52,52,48.4
2016-01-28,45,50,45,51,52,52,48.6
2016-01-29,52,52,57,51,52,57,52.8
2016-01-30,46,52,56,41,49,56,48.8
2016-01-31,39,41,50,41,51,51,44.4
2016-02-01,39,41,43,34,52,52,41.8
2016-02-02,51,38,50,33,47,51,43.8
2016-02-03,45,46,54,49,43,54,47.4
2016-02-04,46,48,54,51,45,54,48.8
2016-02-05,37,51,45,51,39,51,44.6
2016-02-06,41,49,40,49,46,49,45.0
2016-02-07,46,52,53,46,52,53,49.8
2016-02-08,55,58,59,58,58,59,57.6
2016-02-09,59,60,64,60,59,64,60.4
2016-02-10,58,58,63,59,59,63,59.4
2016-02-11,47,50,54,51,46,54,49.6
2016-02-12,38,50,47,38,48,50,44.2
2016-02-13,39,50,42,39,51,51,44.2
2016-02-14,42,44,45,40,46,46,43.4
2016-02-15,48,51,53,46,52,53,50.0
2016-02-16,52,50,53,47,52,53,50.8
2016-02-17,53,56,53,54,56,56,54.4
2016-02-18,56,58,57,56,58,58,57.0
2016-02-19,55,55,56,54,55,56,55.0
2016-02-20,46,52,52,33,48,52,46.2
2016-02-21,54,54,58,51,53,58,54.0
2016-02-22,49,54,57,51,52,57,52.6
2016-02-23,49,52,55,52,53,55,52.2
2016-02-24,51,49,56,51,53,56,52.0
2016-02-25,49,48,53,45,47,53,48.4
2016-02-26,51,54,54,52,53,54,52.8
2016-02-27,49,53,55,51,52,55,52.0
2016-02-28,46,52,55,49,48,55,50.0
2016-02-29,50,53,53,52,51,53,51.8
2016-03-01,47,53,53,53,51,53,51.4
2016-03-02,52,52,54,51,54,54,52.6
2016-03-03,50,54,55,51,54,55,52.8
2016-03-04,49,55,56,52,53,56,53.0
2016-03-05,46,51,49,46,48,51,48.0
2016-03-06,44,51,49,41,51,51,47.2
2016-03-07,44,52,51,40,51,52,47.6
2016-03-08,52,55,53,51,54,55,53.0
2016-03-09,53,54,53,49,53,54,52.4
2016-03-10,56,55,51,49,55,56,53.2
2016-03-11,56,55,53,52,55,56,54.2
2016-03-12,52,54,53,51,52,54,52.4
2016-03-13,43,54,52,49,54,54,50.4
2016-03-14,53,56,54,54,54,56,54.2
2016-03-15,54,57,55,56,56,57,55.6
2016-03-16,52,58,57,59,58,59,56.8
2016-03-17,56,59,57,61,58,61,58.2
2016-03-18,58,61,59,60,59,61,59.4
2016-03-19,60,62,59,63,62,63,61.2
2016-03-20,59,63,58,67,63,67,62.0
2016-03-21,61,63,59,70,64,70,63.4
2016-03-22,61,66,61,65,63,66,63.2
2016-03-23,61,65,68,58,63,68,63.0
2016-03-24,60,65,66,60,61,66,62.4
2016-03-25,61,65,60,70,64,70,64.0
2016-03-26,59,65,60,67,62,67,62.6
2016-03-27,59,62,58,60,64,64,60.6
2016-03-28,59,65,59,59,66,66,61.6
2016-03-29,73,81,65,70,81,81,74.0
2016-03-30,84,82,68,74,83,84,78.2
2016-03-31,83,81,72,75,80,83,78.2
2016-04-01,71,81,75,63,80,81,74.0
2016-04-02,72,63,64,66,65,72,66.0
2016-04-03,67,62,58,64,60,67,62.2
2016-04-04,58,57,57,62,56,62,58.0
2016-04-05,59,57,56,61,54,61,57.4
2016-04-06,59,58,54,63,57,63,58.2
2016-04-07,61,63,59,63,60,63,61.2
2016-04-08,63,63,59,68,63,68,63.2
2016-04-09,64,62,59,70,63,70,63.6
2016-04-10,63,72,69,65,70,72,67.8
2016-04-11,62,69,65,64,64,69,64.8
2016-04-12,71,77,68,69,73,77,71.6
2016-04-13,68,73,65,66,67,73,67.8
2016-04-14,70,70,66,61,66,70,66.6
2016-04-15,64,68,64,59,65,68,64.0
2016-04-16,60,58,54,64,56,64,58.4
2016-04-17,61,57,53,64,56,64,58.2
2016-04-18,65,65,61,65,62,65,63.6
2016-04-19,70,64,60,68,64,70,65.2
2016-04-20,67,64,71,63,67,71,66.4
2016-04-21,61,63,70,62,61,70,63.4
2016-04-22,59,61,60,61,61,61,60.4
2016-04-23,59,60,56,61,57,61,58.6
2016-04-24,61,57,52,60,59,61,57.8
2016-04-25,60,54,50,59,55,60,55.6
2016-04-26,64,56,52,63,56,64,58.2
2016-04-27,70,59,56,71,65,71,64.2
2016-04-28,71,58,62,68,65,71,64.8
2016-04-29,72,61,61,69,66,72,65.8
2016-04-30,70,81,75,68,78,81,74.4
2016-05-01,67,81,75,67,78,81,73.6
2016-05-02,62,62,63,61,62,63,62.0
2016-05-03,64,53,54,59,59,64,57.8
2016-05-04,61,52,48,57,55,61,54.6
2016-05-05,54,57,57,55,59,59,56.4
2016-05-06,65,59,58,61,61,65,60.8
2016-05-07,65,59,53,59,59,65,59.0
2016-05-08,65,59,57,59,61,65,60.2
2016-05-09,60,65,61,62,63,65,62.2
2016-05-10,56,61,60,57,58,61,58.4
2016-05-11,56,54,52,60,53,60,55.0
2016-05-12,61,60,57,57,59,61,58.8
2016-05-13,63,54,52,57,55,63,56.2
2016-05-14,62,58,58,54,58,62,58.0
2016-05-15,58,57,57,54,57,58,56.6
2016-05-16,55,56,57,52,57,57,55.4
2016-05-17,71,69,64,64,70,71,67.6
2016-05-18,75,69,64,70,72,75,70.0
2016-05-19,63,55,57,60,57,63,58.4
2016-05-20,63,54,55,51,54,63,55.4
2016-05-21,59,55,54,54,55,59,55.4
2016-05-22,48,51,47,44,52,52,48.4
2016-05-23,55,52,52,53,54,55,53.2
2016-05-24,59,51,52,55,48,59,53.0
2016-05-25,55,52,43,51,43,55,48.8
2016-05-26,49,50,45,48,42,50,46.8
2016-05-27,46,41,43,41,34,46,41.0
2016-05-28,43,42,37,51,36,51,41.8
2016-05-29,49,52,52,50,53,53,51.2
2016-05-30,56,55,55,44,55,56,53.0
2016-05-31,57,54,59,46,51,59,53.4
2016-06-01,66,62,63,64,61,66,63.2
2016-06-02,64,58,56,62,58,64,59.6
2016-06-03,70,60,55,65,63,70,62.6
2016-06-04,66,63,66,66,63,66,64.8
2016-06-05,66,61,62,62,61,66,62.4
2016-06-06,66,60,57,56,61,66,60.0
2016-06-07,59,53,50,59,52,59,54.6
2016-06-08,64,63,58,61,65,65,62.2
2016-06-09,69,69,66,62,67,69,66.6
2016-06-10,68,67,66,61,66,68,65.6
2016-06-11,60,59,61,61,57,61,59.6
2016-06-12,54,49,45,47,50,54,49.0
2016-06-13,57,40,44,45,37,57,44.6
2016-06-14,61,56,56,53,54,61,56.0
2016-06-15,65,56,55,55,55,65,57.2
2016-06-16,62,54,52,44,54,62,53.2
2016-06-17,61,39,35,44,43,61,44.4
2016-06-18,53,52,53,36,49,53,48.6
2016-06-19,59,60,58,51,58,60,57.2
2016-06-20,56,56,54,53,54,56,54.6
2016-06-21,61,56,58,52,53,61,56.0
2016-06-22,64,59,58,56,57,64,58.8
2016-06-23,57,54,54,55,54,57,54.8
2016-06-24,54,52,43,52,51,54,50.4
2016-06-25,54,52,44,55,51,55,51.2
2016-06-26,51,51,39,49,44,51,46.8
2016-06-27,55,51,48,44,48,55,49.2
2016-06-28,53,52,45,44,51,53,49.0
2016-06-29,59,57,52,52,54,59,54.8
2016-06-30,62,59,54,59,57,62,58.2
2016-07-01,69,56,54,60,57,69,59.2
2016-07-02,65,58,55,62,57,65,59.4
2016-07-03,61,56,54,57,56,61,56.8
2016-07-04,56,54,47,55,53,56,53.0
2016-07-05,57,52,48,53,51,57,52.2
2016-07-06,53,51,47,49,43,53,48.6
2016-07-07,58,55,52,53,54,58,54.4
2016-07-08,58,54,51,53,54,58,54.0
2016-07-09,64,45,42,53,43,64,49.4
2016-07-10,63,42,38,45,41,63,45.8
2016-07-11,68,48,43,55,44,68,51.6
2016-07-12,61,49,44,55,45,61,50.8
2016-07-13,55,51,43,53,51,55,50.6
2016-07-14,63,55,52,60,56,63,57.2
2016-07-15,62,54,47,60,55,62,55.6
2016-07-16,57,56,54,55,56,57,55.6
2016-07-17,57,57,57,52,56,57,55.8
2016-07-18,62,61,58,49,57,62,57.4
2016-07-19,63,60,57,45,57,63,56.4
2016-07-20,54,52,52,47,52,54,51.4
2016-07-21,58,58,57,52,56,58,56.2
2016-07-22,63,60,63,55,60,63,60.2
2016-07-23,62,59,62,56,59,62,59.6
2016-07-24,51,44,42,54,38,54,45.8
2016-07-25,56,46,45,47,49,56,48.6
2016-07-26,59,55,52,57,55,59,55.6
2016-07-27,64,54,48,62,56,64,56.8
2016-07-28,63,57,54,61,58,63,58.6
2016-07-29,60,56,55,55,57,60,56.6
2016-07-30,57,54,52,54,52,57,53.8
2016-07-31,60,49,51,53,51,60,52.8
2016-08-01,61,59,55,56,59,61,58.0
2016-08-02,59,58,54,54,58,59,56.6
2016-08-03,57,55,54,54,56,57,55.2
2016-08-04,57,53,46,52,53,57,52.2
2016-08-05,56,56,55,58,54,58,55.8
2016-08-06,58,57,55,58,56,58,56.8
2016-08-07,62,59,58,61,60,62,60.0
2016-08-08,64,62,63,62,62,64,62.6
2016-08-09,71,65,63,64,65,71,65.6
2016-08-10,71,63,58,63,64,71,63.8
2016-08-11,57,55,53,56,53,57,54.8
2016-08-12,59,55,52,56,54,59,55.2
2016-08-13,63,64,61,57,63,64,61.6
2016-08-14,63,65,61,57,63,65,61.8
2016-08-15,61,58,57,58,58,61,58.4
2016-08-16,53,50,43,47,45,53,47.6
2016-08-17,57,51,50,48,48,57,50.8
2016-08-18,64,49,52,53,48,64,53.2
2016-08-19,56,49,45,52,41,56,48.6
2016-08-20,54,50,45,51,42,54,48.4
2016-08-21,53,45,43,47,42,53,46.0
2016-08-22,53,52,51,52,52,53,52.0
2016-08-23,72,63,58,64,63,72,64.0
2016-08-24,72,62,59,64,63,72,64.0
2016-08-25,54,50,46,49,51,54,50.0
2016-08-26,119,104,90,130,104,130,109.4
2016-08-27,143,105,91,143,108,143,118.0
2016-08-28,115,72,73,81,75,115,83.2
2016-08-29,109,74,76,85,82,109,85.2
2016-08-30,74,55,57,68,62,74,63.2
2016-08-31,67,55,52,56,57,67,57.4
2016-09-01,68,60,58,57,58,68,60.2
2016-09-02,62,59,57,56,56,62,58.0
2016-09-03,72,61,57,56,59,72,61.0
2016-09-04,75,64,59,67,61,75,65.2
2016-09-05,80,81,79,69,76,81,77.0
2016-09-06,73,72,71,58,68,73,68.4
2016-09-07,55,56,53,52,54,56,54.0
2016-09-08,57,54,52,55,54,57,54.4
2016-09-09,62,54,52,54,53,62,55.0
2016-09-10,60,60,58,57,58,60,58.6
2016-09-11,56,58,57,56,56,58,56.6
2016-09-12,56,57,53,51,55,57,54.4
2016-09-13,61,57,54,58,56,61,57.2
2016-09-14,60,52,49,56,52,60,53.8
2016-09-15,61,58,53,53,54,61,55.8
2016-09-16,61,53,53,54,55,61,55.2
2016-09-17,54,54,51,43,52,54,50.8
2016-09-18,64,62,63,57,60,64,61.2
2016-09-19,62,61,63,55,59,63,60.0
2016-09-20,49,54,52,34,51,54,48.0
2016-09-21,53,53,47,45,45,53,48.6
2016-09-22,69,62,61,59,61,69,62.4
2016-09-23,67,61,61,58,60,67,61.4
2016-09-24,64,62,59,56,62,64,60.6
2016-09-25,66,62,59,56,62,66,61.0
2016-09-26,60,64,59,58,64,64,61.0
2016-09-27,74,73,68,63,74,74,70.4
2016-09-28,80,75,71,68,74,80,73.6
2016-09-29,67,60,59,59,61,67,61.2
2016-09-30,68,61,63,56,62,68,62.0
2016-10-01,68,65,64,58,64,68,63.8
2016-10-02,59,61,56,54,58,61,57.6
2016-10-03,65,64,57,59,61,65,61.2
2016-10-04,64,66,59,61,64,66,62.8
2016-10-05,79,78,69,73,77,79,75.2
2016-10-06,86,75,70,71,75,86,75.4
2016-10-07,80,73,65,68,72,80,71.6
2016-10-08,65,56,52,55,55,65,56.6
2016-10-09,59,61,52,55,57,61,56.8
2016-10-10,62,57,53,59,57,62,57.6
2016-10-11,60,57,53,60,55,60,57.0
2016-10-12,53,52,42,46,50,53,48.6
2016-10-13,52,43,40,44,39,52,43.6
2016-10-14,52,55,48,47,52,55,50.8
2016-10-15,52,58,52,53,55,58,54.0
2016-10-16,51,56,49,42,51,56,49.8
2016-10-17,37,52,43,31,39,52,40.4
2016-10-18,56,52,44,48,47,56,49.4
2016-10-19,55,53,52,49,52,55,52.2
2016-10-20,64,58,57,55,58,64,58.4
2016-10-21,71,58,56,57,58,71,60.0
2016-10-22,78,54,54,55,57,78,59.6
2016-10-23,66,62,56,59,59,66,60.4
2016-10-24,69,72,65,64,70,72,68.0
2016-10-25,62,67,61,59,67,67,63.2
2016-10-26,57,62,54,59,64,64,59.2
2016-10-27,51,55,54,52,55,55,53.4
2016-10-28,62,61,60,55,61,62,59.8
2016-10-29,77,66,65,62,71,77,68.2
2016-10-30,74,59,59,58,63,74,62.6
2016-10-31,58,56,56,45,55,58,54.0
2016-11-01,57,56,55,46,55,57,53.8
2016-11-02,57,54,53,45,54,57,52.6
2016-11-03,53,53,53,45,52,53,51.2
2016-11-04,47,53,45,34,41,53,44.0
2016-11-05,55,56,52,40,51,56,50.8
2016-11-06,52,51,49,31,45,52,45.6
2016-11-07,58,59,54,47,59,59,55.4
2016-11-08,62,59,56,52,60,62,57.8
2016-11-09,67,62,58,60,63,67,62.0
2016-11-10,64,59,58,54,59,64,58.8
2016-11-11,64,59,57,55,58,64,58.6
2016-11-12,57,56,53,47,54,57,53.4
2016-11-13,57,56,52,51,55,57,54.2
2016-11-14,51,52,51,44,51,52,49.8
2016-11-15,52,44,48,43,48,52,47.0
2016-11-16,55,52,54,47,52,55,52.0
2016-11-17,54,56,58,44,53,58,53.0
2016-11-18,55,56,58,52,56,58,55.4
2016-11-19,68,60,59,63,61,68,62.2
2016-11-20,69,59,60,69,60,69,63.4
2016-11-21,64,56,60,63,59,64,60.4
2016-11-22,57,53,49,64,54,64,55.4
2016-11-23,58,53,44,52,56,58,52.6
2016-11-24,54,52,52,36,53,54,49.4
2016-11-25,54,54,55,52,53,55,53.6
2016-11-26,54,55,54,52,53,55,53.6
2016-11-27,57,53,55,40,54,57,51.8
2016-11-28,49,35,49,24,36,49,38.6
2016-11-29,43,35,38,25,32,43,34.6
2016-11-30,41,36,39,24,34,41,34.8
2016-12-01,45,40,42,24,30,45,36.2
2016-12-02,43,39,41,26,33,43,36.4
2016-12-03,51,51,54,30,50,54,47.2
2016-12-04,61,57,59,55,58,61,58.0
2016-12-05,58,55,52,55,54,58,54.8
2016-12-06,54,57,56,46,57,57,54.0
2016-12-07,53,57,56,45,59,59,54.0
2016-12-08,49,52,52,52,47,52,50.4
2016-12-09,47,46,50,54,44,54,48.2
2016-12-10,51,48,52,47,41,52,47.8
2016-12-11,46,41,48,55,39,55,45.8
2016-12-12,39,30,38,53,33,53,38.6
2016-12-13,59,56,58,54,55,59,56.4
2016-12-14,59,56,58,54,55,59,56.4
2016-12-15,69,61,62,60,62,69,62.8
2016-12-16,69,67,63,63,68,69,66.0
2016-12-17,63,65,64,59,68,68,63.8
2016-12-18,59,56,59,55,58,59,57.4
2016-12-19,52,42,51,49,40,52,46.8
2016-12-20,52,43,52,47,41,52,47.0
2016-12-21,43,35,40,36,33,43,37.4
2016-12-22,49,45,53,38,39,53,44.8
2016-12-23,51,47,56,44,48,56,49.2
2016-12-24,39,40,52,36,38,52,41.0
2016-12-25,38,30,49,29,27,49,34.6
2016-12-26,33,31,38,27,25,38,30.8
2016-12-27,30,24,38,22,22,38,27.2
2016-12-28,39,39,48,32,44,48,40.4
2016-12-29,57,55,58,55,56,58,56.2
2016-12-30,56,53,56,53,53,56,54.2
2016-12-31,47,39,49,42,33,49,42.0
2017-01-01,44,44,49,38,36,49,42.2
2017-01-02,42,45,51,33,39,51,42.0
2017-01-03,52,40,51,31,38,52,42.4
2017-01-04,49,35,44,29,34,49,38.2
2017-01-05,44,33,44,27,34,44,36.4
2017-01-06,56,54,52,52,53,56,53.4
2017-01-07,59,54,53,53,53,59,54.4
2017-01-08,56,54,53,53,52,56,53.6
2017-01-09,55,52,50,52,51,55,52.0
2017-01-10,55,52,54,53,53,55,53.4
2017-01-11,54,55,54,53,55,55,54.2
2017-01-12,65,55,57,53,55,65,57.0
2017-01-13,65,60,58,56,61,65,60.0
2017-01-14,57,60,61,54,62,62,58.8
2017-01-15,58,62,62,56,59,62,59.4
2017-01-16,55,53,57,54,56,57,55.0
2017-01-17,55,55,54,53,56,56,54.6
2017-01-18,53,55,55,53,54,55,54.0
2017-01-19,54,50,54,51,46,54,51.0
2017-01-20,53,52,54,44,45,54,49.6
2017-01-21,55,53,53,48,50,55,51.8
2017-01-22,46,41,43,43,36,46,41.8
2017-01-23,29,31,32,27,29,32,29.6
2017-01-24,32,22,28,18,25,32,25.0
2017-01-25,33,24,29,25,22,33,26.6
2017-01-26,40,37,44,31,39,44,38.2
2017-01-27,50,49,52,41,44,52,47.2
2017-01-28,52,49,52,51,47,52,50.2
2017-01-29,46,39,43,45,38,46,42.2
2017-01-30,35,36,36,35,32,36,34.8
2017-01-31,34,37,38,30,39,39,35.6
2017-02-01,51,51,53,51,49,53,51.0
2017-02-02,58,62,59,54,60,62,58.6
2017-02-03,59,62,59,54,60,62,58.8
2017-02-04,42,45,50,45,40,50,44.4
2017-02-05,45,43,43,38,41,45,42.0
2017-02-06,40,40,46,38,37,46,40.2
2017-02-07,47,47,49,37,40,49,44.0
2017-02-08,56,55,57,52,54,57,54.8
2017-02-09,63,60,61,57,59,63,60.0
2017-02-10,60,57,60,57,58,60,58.4
2017-02-11,56,56,56,52,53,56,54.6
2017-02-12,53,59,55,51,55,59,54.6
2017-02-13,53,58,55,52,54,58,54.4
2017-02-14,53,58,54,52,54,58,54.2
2017-02-15,46,55,51,46,51,55,49.8
2017-02-16,44,54,51,43,51,54,48.6
2017-02-17,53,57,53,50,53,57,53.2
2017-02-18,57,55,50,46,51,57,51.8
2017-02-19,56,55,52,44,53,56,52.0
2017-02-20,56,55,53,44,53,56,52.2
2017-02-21,53,51,44,41,44,53,46.6
2017-02-22,53,52,47,44,51,53,49.4
2017-02-23,54,56,52,57,48,57,53.4
2017-02-24,60,63,57,57,57,63,58.8
2017-02-25,58,56,52,46,53,58,53.0
2017-02-26,56,54,53,47,49,56,51.8
2017-02-27,54,52,51,45,42,54,48.8
2017-02-28,52,52,38,49,49,52,48.0
2017-03-01,52,52,43,49,48,52,48.8
2017-03-02,37,42,31,29,38,42,35.4
2017-03-03,52,58,51,45,54,58,52.0
2017-03-04,54,56,53,42,53,56,51.6
2017-03-05,59,63,58,56,58,63,58.8
2017-03-06,58,62,58,54,58,62,58.0
2017-03-07,56,61,58,54,57,61,57.2
2017-03-08,55,62,58,53,57,62,57.0
2017-03-09,59,65,58,58,61,65,60.2
2017-03-10,59,64,57,56,61,64,59.4
2017-03-11,55,60,54,56,57,60,56.4
2017-03-12,59,63,56,60,57,63,59.0
2017-03-13,62,78,64,71,68,78,68.6
2017-03-14,73,79,69,66,69,79,71.2
2017-03-15,143,72,64,66,65,143,82.0
2017-03-16,87,74,64,62,67,87,70.8
2017-03-17,59,67,60,56,60,67,60.4
2017-03-18,59,68,61,65,63,68,63.2
2017-03-19,62,70,60,83,61,83,67.2
2017-03-20,62,71,61,70,63,71,65.4
2017-03-21,62,59,59,49,55,62,56.8
2017-03-22,58,58,59,48,55,59,55.6
2017-03-23,55,61,54,56,58,61,56.8
2017-03-24,65,70,62,56,61,70,62.8
2017-03-25,68,76,65,62,69,76,68.0
2017-03-26,60,63,57,58,59,63,59.4
2017-03-27,56,61,54,58,55,61,56.8
2017-03-28,53,53,44,37,43,53,46.0
2017-03-29,58,58,55,45,51,58,53.4
2017-03-30,57,59,58,48,54,59,55.2
2017-03-31,61,61,60,53,58,61,58.6
2017-04-01,61,65,60,61,59,65,61.2
2017-04-02,53,59,54,55,52,59,54.6
2017-04-03,53,53,55,39,45,55,49.0
2017-04-04,54,55,49,32,41,55,46.2
2017-04-05,55,55,52,43,45,55,50.0
2017-04-06,56,52,50,47,44,56,49.8
2017-04-07,55,53,52,44,46,55,50.0
2017-04-08,54,61,56,46,57,61,54.8
2017-04-09,63,72,67,73,63,73,67.6
2017-04-10,67,66,63,64,61,67,64.2
2017-04-11,69,65,58,59,62,69,62.6
2017-04-12,63,65,57,60,60,65,61.0
2017-04-13,57,58,51,59,47,59,54.4
2017-04-14,56,59,54,56,44,59,53.8
2017-04-15,53,56,52,54,37,56,50.4
2017-04-16,56,60,58,81,57,81,62.4
2017-04-17,58,60,57,59,55,60,57.8
2017-04-18,59,61,54,54,57,61,57.0
2017-04-19,64,68,65,56,65,68,63.6
2017-04-20,76,86,81,63,74,86,76.0
2017-04-21,86,96,89,62,80,96,82.6
2017-04-22,70,76,70,57,66,76,67.8
2017-04-23,67,67,61,58,59,67,62.4
2017-04-24,66,67,62,61,59,67,63.0
2017-04-25,65,81,66,62,69,81,68.6
2017-04-26,74,81,72,65,70,81,72.4
2017-04-27,69,67,70,54,64,70,64.8
2017-04-28,54,64,57,38,55,64,53.6
2017-04-29,75,67,62,55,63,75,64.4
2017-04-30,79,70,65,70,73,79,71.4
2017-05-01,67,60,56,65,62,67,62.0
2017-05-02,64,61,55,60,58,64,59.6
2017-05-03,66,61,55,59,58,66,59.8
2017-05-04,66,63,57,60,59,66,61.0
2017-05-05,83,66,61,61,68,83,67.8
2017-05-06,75,66,60,57,63,75,64.2
2017-05-07,67,64,63,56,63,67,62.6
2017-05-08,62,64,62,54,61,64,60.6
2017-05-09,55,62,59,40,56,62,54.4
2017-05-10,51,52,37,38,36,52,42.8
2017-05-11,54,52,44,39,48,54,47.4
2017-05-12,60,58,51,43,53,60,53.0
2017-05-13,59,59,51,45,54,59,53.6
2017-05-14,55,60,37,43,50,60,49.0
2017-05-15,50,56,52,48,49,56,51.0
2017-05-16,53,56,52,47,51,56,51.8
2017-05-17,50,53,46,50,41,53,48.0
2017-05-18,49,53,45,48,39,53,46.8
2017-05-19,41,49,51,45,35,51,44.2
2017-05-20,53,57,50,53,44,57,51.4
2017-05-21,52,56,51,52,45,56,51.2
2017-05-22,51,55,48,46,45,55,49.0
2017-05-23,43,51,39,37,32,51,40.4
2017-05-24,52,54,51,44,45,54,49.2
2017-05-25,57,52,52,56,51,57,53.6
2017-05-26,57,55,53,56,50,57,54.2
2017-05-27,67,61,56,60,58,67,60.4
2017-05-28,66,60,56,61,58,66,60.2
2017-05-29,48,47,33,52,32,52,42.4
2017-05-30,57,56,40,51,50,57,50.8
2017-05-31,61,61,55,47,57,61,56.2
2017-06-01,58,58,53,41,54,58,52.8
2017-06-02,52,53,43,37,43,53,45.6
2017-06-03,45,41,30,34,30,45,36.0
2017-06-04,48,53,43,48,34,53,45.2
2017-06-05,51,55,47,51,41,55,49.0
2017-06-06,56,61,54,53,53,61,55.4
2017-06-07,58,62,56,56,55,62,57.4
2017-06-08,58,59,55,56,54,59,56.4
2017-06-09,54,55,52,55,46,55,52.4
2017-06-10,53,56,49,52,44,56,50.8
2017-06-11,53,59,52,47,48,59,51.8
2017-06-12,47,52,44,40,34,52,43.4
2017-06-13,44,34,38,42,33,44,38.2
2017-06-14,55,47,47,52,46,55,49.4
2017-06-15,54,53,47,55,44,55,50.6
2017-06-16,57,57,57,73,54,73,59.6
2017-06-17,59,57,56,72,55,72,59.8
2017-06-18,56,53,47,59,44,59,51.8
2017-06-19,45,42,41,39,36,45,40.6
2017-06-20,56,50,42,47,42,56,47.4
2017-06-21,61,55,51,55,54,61,55.2
2017-06-22,63,61,58,64,59,64,61.0
2017-06-23,61,58,55,60,56,61,58.0
2017-06-24,56,52,48,50,43,56,49.8
2017-06-25,61,52,50,55,51,61,53.8
2017-06-26,63,60,59,54,58,63,58.8
2017-06-27,67,62,60,52,61,67,60.4
2017-06-28,59,55,56,58,58,59,57.2
2017-06-29,60,57,56,60,58,60,58.2
2017-06-30,58,52,49,53,52,58,52.8
2017-07-01,51,31,35,43,29,51,37.8
2017-07-02,54,39,46,51,40,54,46.0
2017-07-03,55,48,50,52,44,55,49.8
2017-07-04,49,44,39,33,40,49,41.0
2017-07-05,53,44,40,38,36,53,42.2
2017-07-06,54,39,38,41,40,54,42.4
2017-07-07,55,46,42,44,42,55,45.8
2017-07-08,55,56,53,51,53,56,53.6
2017-07-09,55,57,53,52,53,57,54.0
2017-07-10,49,39,37,41,34,49,40.0
2017-07-11,52,52,42,36,44,52,45.2
2017-07-12,42,52,41,30,44,52,41.8
2017-07-13,57,54,53,53,52,57,53.8
2017-07-14,60,58,54,57,56,60,57.0
2017-07-15,62,59,56,58,58,62,58.6
2017-07-16,61,61,60,58,58,61,59.6
2017-07-17,54,55,54,56,52,56,54.2
2017-07-18,58,59,59,60,56,60,58.4
2017-07-19,56,56,56,57,53,57,55.6
2017-07-20,54,46,45,47,41,54,46.6
2017-07-21,55,45,51,54,45,55,50.0
2017-07-22,50,52,51,53,46,53,50.4
2017-07-23,51,54,52,54,51,54,52.4
2017-07-24,53,53,52,54,51,54,52.6
2017-07-25,56,58,57,56,56,58,56.6
2017-07-26,63,63,61,60,60,63,61.4
2017-07-27,61,62,60,61,59,62,60.6
